FIPS,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
100115,2,83350.00,41790.00,41560.00,38.60,37.60,39.50
100115,3,83571.00,41885.00,41686.00,38.60,37.60,39.60
100115,4,83975.00,42013.00,41962.00,38.90,38.00,39.90
100115,5,84761.00,42350.00,42411.00,39.20,38.20,40.20
100115,6,85810.00,42811.00,42999.00,39.20,38.10,40.40
100115,7,85996.00,42967.00,43029.00,39.60,38.40,40.80
100115,8,86546.00,43265.00,43281.00,39.80,38.60,40.90
100115,9,87306.00,43493.00,43813.00,39.90,38.70,41.20
100115,10,87926.00,43654.00,44272.00,40.10,38.80,41.40
100115,11,88654.00,44006.00,44648.00,40.30,38.90,41.70
100115,12,89512.00,44352.00,45160.00,40.40,39.00,41.90
100117,1,195085.00,95557.00,99528.00,36.90,35.90,37.80
100117,2,195253.00,95640.00,99613.00,36.90,35.90,37.80
100117,3,196032.00,95941.00,100091.00,36.90,36.00,37.80
100117,4,197952.00,96718.00,101234.00,37.40,36.40,38.30
100117,5,200912.00,97982.00,102930.00,37.70,36.70,38.60
100117,6,204039.00,99235.00,104804.00,37.90,37.10,38.80
100117,7,206280.00,100304.00,105976.00,38.30,37.40,39.20
100117,8,208959.00,101366.00,107593.00,38.60,37.70,39.40
100117,9,211282.00,102227.00,109055.00,38.90,38.00,39.70
100117,10,213633.00,103308.00,110325.00,39.20,38.30,40.10
100117,11,215583.00,104172.00,111411.00,39.50,38.60,40.40
100117,12,217702.00,105203.00,112499.00,39.80,39.00,40.70
100119,1,13763.00,6261.00,7502.00,37.70,35.00,39.50
100119,2,13763.00,6261.00,7502.00,37.70,35.00,39.50
100119,3,13730.00,6238.00,7492.00,37.40,34.70,39.20
100119,4,13490.00,6123.00,7367.00,37.20,34.30,39.30
100119,5,13440.00,6058.00,7382.00,36.80,34.10,39.00
100119,6,13394.00,6065.00,7329.00,36.90,34.00,39.20
100119,7,13270.00,6032.00,7238.00,36.90,34.00,39.10
100119,8,13206.00,6011.00,7195.00,36.30,33.80,38.70
100119,9,12967.00,5925.00,7042.00,36.30,33.40,38.80
100119,10,12749.00,5830.00,6919.00,36.10,32.70,38.70
100119,11,12634.00,5766.00,6868.00,36.20,33.00,38.70
100119,12,12427.00,5684.00,6743.00,36.00,32.90,38.80
100121,1,82291.00,40077.00,42214.00,39.30,38.50,40.10
100121,2,82353.00,40112.00,42241.00,39.30,38.50,40.10
100121,3,82172.00,40047.00,42125.00,39.50,38.60,40.30
100121,4,81863.00,39800.00,42063.00,39.90,39.00,40.70
100121,5,82146.00,39860.00,42286.00,40.10,39.20,40.90
100121,6,81578.00,39579.00,41999.00,40.50,39.50,41.30
100121,7,81512.00,39488.00,42024.00,40.60,39.70,41.50
100121,8,81128.00,39260.00,41868.00,40.80,39.90,41.80
100121,9,80552.00,38993.00,41559.00,41.20,40.10,42.20
100121,10,80142.00,38742.00,41400.00,41.40,40.30,42.40
100121,11,80137.00,38489.00,41648.00,41.20,40.30,42.10
100121,12,79978.00,38479.00,41499.00,41.40,40.40,42.30
100123,1,41616.00,20190.00,21426.00,42.40,41.30,43.50
100123,2,41618.00,20191.00,21427.00,42.40,41.30,43.50
100123,3,41476.00,20124.00,21352.00,42.50,41.30,43.60
100123,4,41402.00,20104.00,21298.00,42.70,41.70,43.80
100123,5,41048.00,19950.00,21098.00,43.00,42.00,44.00
100123,6,41028.00,19922.00,21106.00,43.40,42.40,44.40
100123,7,40884.00,19860.00,21024.00,43.70,42.70,44.60
100123,8,40605.00,19739.00,20866.00,44.20,43.00,45.10
100123,9,40586.00,19746.00,20840.00,44.50,43.20,45.50
100123,10,40613.00,19774.00,20839.00,44.70,43.50,45.80
100123,11,40535.00,19691.00,20844.00,45.10,43.90,46.10
100123,12,40367.00,19562.00,20805.00,45.60,44.30,46.70
100125,1,194656.00,94400.00,100256.00,31.20,29.90,32.60
100125,2,194667.00,94404.00,100263.00,31.20,29.90,32.60
100125,3,194996.00,94498.00,100498.00,31.30,30.00,32.60
100125,4,196745.00,95257.00,101488.00,31.50,30.20,32.70
100125,5,198807.00,96106.00,102701.00,31.70,30.50,32.90
100125,6,201084.00,97157.00,103927.00,31.90,30.80,33.10
100125,7,203086.00,98135.00,104951.00,32.20,30.90,33.40
100125,8,204767.00,98829.00,105938.00,32.50,31.20,33.60
100125,9,206464.00,99549.00,106915.00,32.80,31.40,34.00
100125,10,207618.00,100121.00,107497.00,33.00,31.60,34.30
100125,11,208319.00,100406.00,107913.00,33.40,32.00,34.70
100125,12,209355.00,100780.00,108575.00,33.60,32.30,34.90
100127,1,67023.00,32668.00,34355.00,41.20,39.90,42.60
100127,2,67020.00,32666.00,34354.00,41.20,39.90,42.60
100127,3,66997.00,32659.00,34338.00,41.20,39.90,42.60
100127,4,66585.00,32472.00,34113.00,41.50,40.30,42.90
100127,5,66104.00,32241.00,33863.00,41.70,40.50,42.90
100127,6,65777.00,32100.00,33677.00,41.80,40.60,43.00
100127,7,65338.00,31845.00,33493.00,42.00,40.70,43.20
100127,8,64931.00,31632.00,33299.00,42.10,40.70,43.40
100127,9,64533.00,31522.00,33011.00,42.10,40.60,43.50
100127,10,63895.00,31223.00,32672.00,42.20,40.80,43.60
100127,11,63669.00,31062.00,32607.00,42.20,40.70,43.50
100127,12,63521.00,30982.00,32539.00,42.20,40.50,43.60
100129,1,17581.00,8656.00,8925.00,39.70,38.50,40.70
100129,2,17580.00,8656.00,8924.00,39.70,38.50,40.70
100129,3,17626.00,8675.00,8951.00,39.80,38.60,40.70
100129,4,17355.00,8524.00,8831.00,40.50,39.30,41.50
100129,5,17146.00,8443.00,8703.00,41.10,39.80,42.10
100129,6,16897.00,8272.00,8625.00,41.70,40.30,42.70
100129,7,16868.00,8268.00,8600.00,41.80,40.20,43.00
100129,8,16832.00,8215.00,8617.00,41.70,40.20,42.90
100129,9,16621.00,8161.00,8460.00,42.00,40.40,43.40
100129,10,16522.00,8114.00,8408.00,42.40,40.60,43.80
100129,11,16402.00,8077.00,8325.00,42.80,41.00,44.20
100129,12,16326.00,8001.00,8325.00,43.00,41.20,44.50
100131,1,11670.00,5518.00,6152.00,38.80,36.20,40.80
100131,2,11664.00,5515.00,6149.00,38.80,36.20,40.80
100131,3,11560.00,5460.00,6100.00,38.80,36.20,40.90
100131,4,11438.00,5406.00,6032.00,39.30,36.70,41.50
100131,5,11302.00,5317.00,5985.00,39.50,37.20,41.40
100131,6,11145.00,5293.00,5852.00,39.60,37.50,41.30
100131,7,10946.00,5211.00,5735.00,39.90,37.50,41.70
100131,8,10896.00,5188.00,5708.00,39.90,37.10,41.90
100131,9,10844.00,5145.00,5699.00,40.00,37.40,41.80
100131,10,10691.00,5085.00,5606.00,40.10,37.60,41.90
100131,11,10599.00,5030.00,5569.00,40.30,38.20,41.90
100131,12,10373.00,4922.00,5451.00,40.70,38.60,42.30
100133,1,24484.00,12021.00,12463.00,43.10,42.00,44.20
100133,2,24488.00,12023.00,12465.00,43.10,42.00,44.20
100133,3,24412.00,11977.00,12435.00,43.30,42.20,44.40
100133,4,24362.00,11989.00,12373.00,43.50,42.40,44.60
100133,5,24193.00,11930.00,12263.00,43.90,42.80,45.10
100133,6,24189.00,11917.00,12272.00,44.00,43.20,45.00
100133,7,24139.00,11902.00,12237.00,44.40,43.60,45.30
100133,8,23930.00,11806.00,12124.00,44.80,44.00,45.80
100133,9,23907.00,11805.00,12102.00,45.10,44.10,46.00
100133,10,23760.00,11727.00,12033.00,45.30,44.20,46.20
100133,11,23693.00,11678.00,12015.00,45.50,44.40,46.50
100133,12,23629.00,11627.00,12002.00,45.60,44.60,46.60
